,line 1,line 2,line 3,line 4,piece to move,place to occupy,possibility of win
200,1010,2120,3201,4020,5110,6021,0.23809523809523805
201,1010,2120,3201,4020,5122,6032,0.01785714285714285
202,1010,2120,3201,4200,5101,6012,0.5428571428571429
203,1010,2120,3201,4200,5110,6021,0.13690476190476186
204,1010,2120,3201,4200,5122,6032,0.4857142857142857
205,1010,2121,3000,4202,5110,6020,0.05357142857142855
206,1010,2121,3000,4202,5112,6022,-0.41666666666666663
207,1010,2121,3000,4220,5110,6020,0.3214285714285714
208,1010,2121,3000,4220,5110,6021,0.2857142857142857
209,1010,2121,3000,4220,5112,6022,0.2
210,1010,2201,3012,4020,5101,6011,-1.7249999999999999
211,1010,2201,3012,4020,5121,6032,-0.9999999999999999
212,1010,2201,3012,4200,5101,6011,-1.125
213,1010,2201,3012,4200,5121,6031,-0.2142857142857143
214,1010,2201,3012,4200,5121,6032,-0.6666666666666666
215,1010,2201,3021,4002,5101,6011,-3.0
216,1010,2201,3021,4020,5101,6011,-0.023809523809523808
217,1010,2201,3021,4020,5122,6032,-0.21428571428571427
218,1010,2201,3021,4200,5101,6011,-0.3333333333333333
219,1010,2201,3021,4200,5122,6032,-0.5238095238095238
220,1010,2201,3102,4200,5101,6011,-0.125
221,1010,2201,3102,4200,5120,6031,-0.125
222,1010,2201,3120,4200,5120,6031,-0.125
223,1010,2201,3201,4002,5101,6011,-0.982142857142857
224,1010,2201,3201,4200,5101,6011,0.11904761904761904
225,1010,2201,3201,4200,5122,6032,0.14285714285714285
226,1010,2201,3202,4001,5101,6011,-0.375
227,1010,2201,3202,4010,5101,6011,-0.5
228,1010,2201,3210,4002,5112,6022,0.2857142857142857
229,1010,2201,3210,4002,5121,6031,-0.125
230,1010,2201,3210,4020,5112,6022,-0.16666666666666666
231,1010,2201,3220,4001,5101,6011,-0.19047619047619047
232,1010,2201,3220,4001,5112,6022,-0.16666666666666666
233,1010,2201,3220,4010,5101,6011,-0.125
234,1010,2210,3021,4002,5101,6012,-1.75
235,1010,2210,3021,4020,5101,6012,0.07142857142857142
236,1010,2210,3021,4020,5122,6032,-0.8809523809523808
237,1010,2210,3021,4200,5101,6012,-0.3333333333333333
238,1010,2210,3021,4200,5122,6032,-0.7142857142857142
239,1010,2210,3201,4002,5101,6012,-0.6249999999999999
240,1010,2210,3201,4002,5111,6021,0.0357142857142857
241,1010,2210,3201,4020,5101,6012,-0.023809523809523808
242,1010,2210,3201,4020,5111,6021,0.14285714285714285
243,1010,2210,3201,4020,5122,6032,-0.3333333333333333
244,1010,2210,3201,4200,5101,6012,0.11904761904761904
245,1010,2210,3201,4200,5111,6021,0.11904761904761904
246,1010,2210,3201,4200,5122,6032,-0.023809523809523808
247,1010,2210,3220,4001,5101,6012,-0.5
248,1010,2210,3220,4001,5111,6022,-0.3333333333333333
249,1010,2211,3000,4022,5111,6021,-0.1488095238095238
250,1010,2211,3000,4022,5111,6022,-0.17261904761904762
251,1010,2211,3000,4022,5112,6022,0.005952380952380931
252,1010,2211,3000,4202,5111,6021,-0.6666666666666666
253,1010,2211,3000,4202,5111,6022,-0.625
254,1010,2211,3000,4202,5112,6022,-0.6488095238095237
255,1010,2211,3000,4220,5111,6021,-0.16666666666666666
256,1010,2211,3000,4220,5111,6022,-0.3333333333333333
257,1010,2211,3000,4220,5112,6022,0.14285714285714285
258,1010,2220,3011,4002,5101,6012,-1.0416666666666665
259,1010,2220,3011,4020,5101,6012,-0.5833333333333333
260,1010,2220,3011,4020,5121,6032,-0.6666666666666666
261,1010,2220,3011,4200,5101,6012,-0.29166666666666663
262,1010,2220,3011,4200,5121,6031,0.2857142857142857
263,1010,2220,3011,4200,5121,6032,-0.16666666666666666
264,1010,2220,3011,4200,5122,6032,0.14285714285714285
265,1010,2220,3021,4001,5101,6012,-0.5
266,1010,2220,3021,4010,5122,6032,-0.125
267,1010,2220,3101,4200,5101,6012,0.14285714285714285
268,1010,2220,3101,4200,5122,6032,0.01785714285714285
269,1010,2220,3201,4001,5101,6012,-1.3333333333333333
270,1010,2220,3201,4010,5122,6032,0.01785714285714285
271,1010,2221,3000,4021,5112,6022,-1.5
272,1010,2221,3000,4201,5112,6022,-0.8333333333333333
273,1010,2221,3000,4210,5112,6022,0.4999999999999998
274,1011,2000,3122,4200,5101,6011,-0.5833333333333333
275,1011,2000,3122,4200,5101,6012,-0.125
276,1011,2000,3122,4200,5102,6012,-0.10714285714285715
277,1011,2000,3122,4200,5120,6031,-0.5
278,1011,2000,3212,4020,5101,6011,-0.575
279,1011,2000,3212,4020,5101,6012,-0.5833333333333333
280,1011,2000,3212,4020,5102,6012,-1.4083333333333334
281,1011,2000,3212,4020,5121,6032,-1.7083333333333333
282,1011,2000,3212,4200,5101,6011,-0.5416666666666666
283,1011,2000,3212,4200,5101,6012,-0.6666666666666666
284,1011,2000,3212,4200,5102,6012,-0.10714285714285715
285,1011,2000,3212,4200,5121,6031,-0.10714285714285715
286,1011,2000,3212,4200,5121,6032,-0.3333333333333333
287,1011,2000,3221,4002,5102,6012,-1.4583333333333333
288,1011,2000,3221,4020,5101,6011,-0.16666666666666666
289,1011,2000,3221,4020,5102,6012,-0.3571428571428571
290,1011,2000,3221,4020,5122,6032,-0.5
291,1011,2000,3221,4200,5101,6011,-0.023809523809523808
292,1011,2000,3221,4200,5101,6012,-0.16666666666666666
293,1011,2000,3221,4200,5102,6012,0.7142857142857142
294,1011,2000,3221,4200,5122,6032,-0.5
295,1011,2000,3222,4001,5101,6012,-0.16666666666666666
296,1011,2000,3222,4001,5102,6012,-0.41666666666666663
297,1011,2000,3222,4010,5102,6012,-0.125
298,1011,2002,3020,4210,5101,6011,-0.125
299,1011,2002,3200,4201,5101,6011,-0.16666666666666666
300,1011,2010,3002,4220,5101,6012,-2.4583333333333335
301,1011,2010,3002,4220,5102,6012,-1.0654761904761905
302,1011,2010,3002,4220,5111,6021,-0.7976190476190476
303,1011,2010,3020,4202,5101,6012,-2.75
304,1011,2010,3020,4202,5102,6012,-2.8333333333333335
305,1011,2010,3020,4202,5111,6022,-1.5833333333333333
306,1011,2010,3020,4220,5101,6012,-1.9285714285714293
307,1011,2010,3020,4220,5102,6012,-0.5238095238095237
308,1011,2010,3020,4220,5111,6022,-0.9999999999999999
309,1011,2010,3200,4022,5101,6012,-3.75
310,1011,2010,3200,4022,5102,6012,-1.5178571428571432
311,1011,2010,3200,4022,5111,6021,-1.598809523809524
312,1011,2010,3200,4022,5111,6022,-2.5416666666666665
313,1011,2010,3200,4202,5101,6012,-1.023809523809524
314,1011,2010,3200,4202,5102,6012,-1.3869047619047619
315,1011,2010,3200,4202,5111,6021,-0.5654761904761905
316,1011,2010,3200,4202,5111,6022,0.42857142857142855
317,1011,2020,3001,4202,5101,6012,-0.6666666666666666
318,1011,2020,3001,4220,5101,6012,-0.16666666666666666
319,1011,2020,3001,4220,5102,6012,0.2857142857142857
320,1011,2020,3001,4220,5122,6032,-0.16666666666666666
321,1011,2020,3002,4210,5101,6012,-0.25
322,1011,2020,3010,4220,5101,6012,-0.125
323,1011,2020,3010,4220,5102,6012,0.01785714285714285
324,1011,2020,3100,4202,5101,6012,-0.375
325,1011,2020,3100,4202,5102,6012,0.2857142857142857
326,1011,2020,3100,4220,5102,6012,0.04166666666666666
327,1011,2020,3200,4021,5101,6012,-0.16666666666666666
328,1011,2020,3200,4021,5102,6012,-0.3333333333333333
329,1011,2020,3200,4201,5101,6012,-0.16666666666666666
330,1011,2020,3200,4210,5102,6012,0.14285714285714285
331,1011,2100,3002,4220,5101,6011,-1.1666666666666665
332,1011,2100,3002,4220,5101,6012,-0.9583333333333333
333,1011,2100,3002,4220,5102,6012,-1.9904761904761903
334,1011,2100,3002,4220,5110,6020,-0.7916666666666666
335,1011,2100,3002,4220,5110,6021,-0.5416666666666666
336,1011,2100,3020,4202,5101,6011,-0.8154761904761905
337,1011,2100,3020,4202,5101,6012,-0.3392857142857143
338,1011,2100,3020,4202,5102,6012,-1.6547619047619049
339,1011,2100,3020,4202,5110,6020,-0.45238095238095233
340,1011,2100,3020,4220,5101,6011,0.375
341,1011,2100,3020,4220,5101,6012,-0.625
342,1011,2100,3020,4220,5102,6012,1.217857142857143
343,1011,2100,3020,4220,5110,6020,0.6607142857142856
344,1011,2100,3200,4022,5101,6011,-1.1583333333333332
345,1011,2100,3200,4022,5101,6012,-1.3988095238095237
346,1011,2100,3200,4022,5102,6012,-3.2892857142857146
347,1011,2100,3200,4022,5110,6021,-2.354761904761905
348,1011,2100,3200,4202,5101,6011,0.6666666666666666
349,1011,2100,3200,4202,5101,6012,-0.0892857142857143
350,1011,2100,3200,4202,5102,6012,1.3333333333333333
351,1011,2100,3200,4202,5110,6021,-1.2559523809523812
352,1011,2200,3001,4022,5101,6011,-0.29166666666666663
353,1011,2200,3001,4022,5101,6012,-0.5
354,1011,2200,3001,4022,5102,6012,-0.41666666666666663
355,1011,2200,3001,4202,5101,6011,-0.29166666666666663
356,1011,2200,3001,4220,5101,6011,-0.023809523809523808
357,1011,2200,3002,4021,5101,6011,-0.16666666666666666
358,1011,2200,3002,4021,5101,6012,-0.6666666666666666
359,1011,2200,3002,4021,5102,6012,-0.125
360,1011,2200,3002,4201,5101,6011,-0.16666666666666666
361,1011,2200,3002,4210,5101,6011,-0.25
362,1011,2200,3002,4210,5102,6012,-0.25
363,1011,2200,3010,4022,5101,6011,-0.375
364,1011,2200,3010,4022,5101,6012,-0.5416666666666666
365,1011,2200,3010,4022,5102,6012,0.27976190476190477
366,1011,2200,3010,4202,5101,6011,-0.25
367,1011,2200,3010,4202,5101,6012,-0.125
368,1011,2200,3010,4202,5102,6012,0.01785714285714285
369,1011,2200,3010,4202,5121,6031,0.01785714285714285
370,1011,2200,3020,4021,5101,6011,-0.16666666666666666
371,1011,2200,3020,4021,5102,6012,-0.16666666666666666
372,1011,2200,3020,4201,5101,6011,-0.16666666666666666
373,1011,2200,3020,4201,5102,6012,-0.16666666666666666
374,1011,2200,3100,4202,5101,6011,0.14285714285714285
375,1011,2200,3100,4202,5101,6012,0.14285714285714285
376,1011,2200,3100,4202,5120,6031,-0.125
377,1011,2200,3100,4220,5101,6011,0.39285714285714285
378,1011,2200,3100,4220,5101,6012,0.16666666666666666
379,1011,2200,3100,4220,5102,6012,0.059523809523809534
380,1020,2011,3201,4002,5111,6021,-0.16666666666666666
381,1020,2011,3210,4020,5121,6032,-0.125
382,1020,2011,3220,4001,5112,6022,-0.125
383,1020,2021,3101,4200,5120,6031,-0.125
384,1020,2021,3101,4200,5122,6032,0.14285714285714285
385,1020,2021,3201,4010,5122,6032,-0.375
386,1020,2101,3201,4002,5110,6021,-1.4166666666666665
387,1020,2101,3201,4020,5110,6021,-0.29166666666666663
388,1020,2101,3201,4020,5122,6032,-0.375
389,1020,2101,3201,4200,5110,6021,-0.125
390,1020,2101,3201,4200,5122,6032,1.0
391,1020,2101,3210,4020,5112,6022,0.6000000000000001
392,1020,2101,3210,4020,5121,6032,-0.125
393,1020,2101,3210,4200,5112,6022,0.2
394,1020,2101,3220,4001,5112,6022,-3.625
395,1020,2120,3201,4001,5110,6021,-3.75
396,1020,2201,3011,4002,5121,6031,-1.875
397,1020,2201,3011,4020,5121,6032,-0.16666666666666666
398,1020,2201,3011,4020,5122,6032,-0.5
399,1020,2201,3011,4200,5121,6032,-0.3333333333333333
400,1020,2201,3011,4200,5122,6032,-0.5
401,1020,2201,3021,4010,5122,6032,-1.125
402,1020,2201,3101,4200,5120,6031,-0.25
403,1020,2201,3101,4200,5122,6032,0.14285714285714285
404,1020,2201,3201,4010,5122,6032,-0.75
405,1020,2201,3210,4001,5112,6022,-0.625
406,1020,2201,3210,4001,5121,6031,-0.375
407,1020,2210,3201,4001,5111,6021,-1.0
408,1020,2210,3210,4001,5121,6031,-0.125
409,1020,2211,3000,4021,5112,6022,-0.125
410,1020,2211,3000,4201,5111,6022,-0.16666666666666666
411,1020,2211,3000,4201,5112,6022,-0.125
412,1020,2220,3011,4001,5121,6031,-1.375
413,1020,2221,3000,4011,5112,6022,-0.75
414,1021,2000,3121,4200,5102,6012,0.0357142857142857
415,1021,2000,3121,4200,5120,6031,-0.25
416,1021,2000,3121,4200,5122,6032,0.30357142857142855
417,1021,2000,3211,4002,5102,6012,-0.125
418,1021,2000,3211,4002,5121,6031,-0.41666666666666663
419,1021,2000,3211,4020,5102,6012,-0.375
420,1021,2000,3211,4020,5121,6032,-0.5
421,1021,2000,3211,4020,5122,6032,-0.25
422,1021,2000,3211,4200,5102,6012,-0.16666666666666666
423,1021,2000,3211,4200,5121,6031,-0.5
424,1021,2000,3211,4200,5121,6032,-0.16666666666666666
425,1021,2000,3211,4200,5122,6032,-0.25
426,1021,2000,3221,4001,5102,6012,-0.5
427,1021,2000,3221,4010,5102,6012,-0.25
428,1021,2000,3221,4010,5122,6032,-0.125
429,1021,2001,3010,4220,5112,6022,-0.125
430,1021,2001,3020,4210,5112,6022,-0.25
431,1021,2001,3100,4202,5112,6022,0.14285714285714285
432,1021,2001,3100,4220,5112,6022,-0.125
433,1021,2001,3200,4021,5112,6022,-0.3333333333333333
434,1021,2001,3200,4201,5112,6022,-0.16666666666666666
435,1021,2010,3010,4220,5102,6012,-0.125
436,1021,2010,3020,4210,5111,6022,-0.125
437,1021,2010,3100,4220,5111,6022,0.14285714285714285
438,1021,2010,3200,4021,5102,6012,-0.125
439,1021,2010,3200,4201,5102,6012,-0.16666666666666666
440,1021,2020,3001,4210,5102,6012,-0.125
441,1021,2020,3001,4210,5122,6032,-0.125
442,1021,2020,3100,4201,5102,6012,0.14285714285714285
443,1021,2020,3200,4011,5102,6012,-0.25
444,1021,2100,3001,4220,5110,6020,-0.375
445,1021,2100,3001,4220,5122,6032,-0.125
446,1021,2100,3020,4201,5110,6020,-0.125
447,1021,2100,3200,4021,5102,6012,-0.75
448,1021,2100,3200,4021,5110,6021,-0.375
449,1021,2100,3200,4201,5102,6012,0.4
450,1021,2100,3200,4201,5110,6021,-0.5
451,1021,2100,3200,4210,5102,6012,0.2
452,1021,2100,3200,4210,5110,6021,-0.125
453,1021,2200,3001,4012,5102,6012,-0.7916666666666665
454,1021,2200,3001,4021,5102,6012,-1.5
455,1021,2200,3001,4201,5102,6012,-0.9999999999999999
456,1021,2200,3001,4210,5102,6012,-0.75
457,1021,2200,3001,4210,5122,6032,-0.375
458,1021,2200,3010,4021,5102,6012,-0.625
459,1021,2200,3010,4201,5102,6012,-0.375
460,1021,2200,3010,4201,5121,6031,-0.375
461,1021,2200,3010,4210,5102,6012,-0.125
462,1021,2200,3100,4201,5102,6012,0.2857142857142857
463,1021,2200,3100,4201,5120,6031,-0.25
464,1021,2200,3200,4011,5102,6012,-0.875
465,1100,2011,3022,4200,5100,6010,-5.333333333333332
466,1100,2011,3202,4020,5100,6010,-4.0
467,1100,2011,3202,4020,5111,6021,-1.175
468,1100,2011,3202,4200,5100,6010,2.6666666666666665
469,1100,2011,3202,4200,5111,6021,-0.55
470,1100,2011,3220,4002,5100,6010,-1.6666666666666665
471,1100,2011,3220,4002,5111,6022,-2.0833333333333335
472,1100,2011,3220,4002,5112,6022,-0.6666666666666665
473,1100,2011,3220,4020,5100,6010,3.0
474,1100,2011,3220,4020,5111,6022,-0.3785714285714286
475,1100,2011,3220,4020,5112,6022,-1.15
476,1100,2011,3220,4200,5100,6010,1.0
477,1100,2011,3220,4200,5111,6022,0.11904761904761904
478,1100,2011,3220,4200,5112,6022,-0.95
479,1100,2021,3021,4200,5100,6010,-0.25
480,1100,2021,3021,4200,5122,6032,-0.2
481,1100,2021,3201,4002,5100,6010,-1.25
482,1100,2021,3201,4020,5100,6010,-0.375
483,1100,2021,3201,4020,5122,6032,-0.125
484,1100,2021,3201,4200,5100,6010,0.2
485,1100,2021,3201,4200,5122,6032,-0.125
486,1100,2021,3210,4020,5100,6010,0.675
487,1100,2021,3210,4020,5112,6022,-0.25
488,1100,2021,3210,4020,5121,6032,-0.125
489,1100,2021,3210,4200,5100,6010,0.2
490,1100,2021,3210,4200,5112,6022,-0.125
491,1100,2021,3210,4200,5121,6032,-0.25
492,1100,2021,3220,4001,5100,6010,-0.125
493,1100,2021,3220,4001,5112,6022,-0.2
494,1100,2201,3012,4020,5100,6011,-1.7999999999999998
495,1100,2201,3012,4020,5121,6032,-0.65
496,1100,2201,3012,4200,5100,6011,-0.5
497,1100,2201,3012,4200,5121,6031,-0.375
498,1100,2201,3012,4200,5121,6032,-0.45
499,1100,2201,3021,4002,5100,6011,-4.0
500,1100,2201,3021,4020,5100,6011,-0.2619047619047619
501,1100,2201,3021,4020,5122,6032,-0.2738095238095238
502,1100,2201,3021,4200,5100,6011,-0.6904761904761905
503,1100,2201,3021,4200,5122,6032,-1.1154761904761905
504,1100,2201,3022,4001,5100,6011,-0.6000000000000001
505,1100,2201,3201,4002,5100,6011,-1.8154761904761907
506,1100,2201,3201,4020,5100,6011,-0.3571428571428571
507,1100,2201,3201,4020,5122,6032,-0.31428571428571433
508,1100,2201,3201,4200,5100,6011,-0.19047619047619047
509,1100,2201,3201,4200,5122,6032,0.75
510,1100,2201,3202,4001,5100,6011,-0.5
511,1100,2201,3202,4010,5100,6011,-0.5
512,1100,2201,3210,4002,5112,6022,1.25
513,1100,2201,3210,4002,5121,6031,-0.25
514,1100,2201,3210,4200,5100,6011,0.14285714285714285
515,1100,2201,3220,4001,5100,6011,-0.4523809523809524
516,1100,2201,3220,4001,5112,6022,-1.2
517,1100,2201,3220,4010,5112,6022,-0.375
518,1100,2210,3021,4020,5122,6032,-2.4
519,1100,2210,3021,4200,5122,6032,-2.6
520,1100,2210,3201,4002,5111,6021,3.75
521,1100,2210,3201,4020,5111,6021,0.75
522,1100,2210,3201,4020,5122,6032,-0.6000000000000001
523,1100,2210,3201,4200,5111,6021,1.0
524,1100,2210,3220,4001,5111,6022,-6.400000000000003
525,1100,2211,3000,4022,5111,6021,-0.575
526,1100,2211,3000,4022,5112,6022,-2.2333333333333334
527,1100,2211,3000,4202,5111,6021,0.125
528,1100,2211,3000,4202,5111,6022,-0.6916666666666667
529,1100,2211,3000,4202,5112,6022,0.25
530,1100,2211,3000,4220,5111,6021,0.14285714285714285
531,1100,2211,3000,4220,5111,6022,-0.3333333333333333
532,1100,2211,3000,4220,5112,6022,0.6
533,1100,2220,3011,4020,5122,6032,-0.125
534,1100,2220,3011,4200,5121,6032,-0.125
535,1100,2220,3201,4010,5122,6032,-0.375
536,1100,2221,3000,4021,5112,6022,-0.5
537,1100,2221,3000,4201,5112,6022,-1.05
538,1101,2000,3212,4020,5100,6010,-0.125
539,1101,2000,3212,4020,5100,6011,-0.125
540,1101,2000,3212,4020,5102,6012,-0.4
541,1101,2000,3212,4020,5121,6032,-0.8999999999999999
542,1101,2000,3212,4200,5102,6012,-0.45
543,1101,2000,3212,4200,5121,6031,-0.25
544,1101,2000,3212,4200,5121,6032,0.2
545,1101,2000,3221,4002,5100,6010,-1.0416666666666665
546,1101,2000,3221,4002,5100,6011,-2.541666666666667
547,1101,2000,3221,4002,5102,6012,-2.4583333333333335
548,1101,2000,3221,4020,5100,6010,-0.5833333333333333
549,1101,2000,3221,4020,5102,6012,-0.8226190476190476
550,1101,2000,3221,4020,5122,6032,-0.5238095238095238
551,1101,2000,3221,4200,5100,6010,0.2
552,1101,2000,3221,4200,5100,6011,0.2857142857142857
553,1101,2000,3221,4200,5102,6012,0.5511904761904762
554,1101,2000,3221,4200,5122,6032,-0.5833333333333333
555,1101,2001,3002,4220,5100,6010,-2.023809523809524
556,1101,2001,3002,4220,5100,6011,-3.875
557,1101,2001,3020,4202,5100,6010,-1.2321428571428572
558,1101,2001,3020,4202,5100,6011,-0.9583333333333333
559,1101,2001,3020,4202,5112,6022,-2.041666666666667
560,1101,2001,3020,4220,5100,6010,-0.425
561,1101,2001,3020,4220,5100,6011,-0.8809523809523808
562,1101,2001,3020,4220,5112,6022,-0.5869047619047619
563,1101,2001,3200,4022,5100,6010,-1.648809523809524
564,1101,2001,3200,4022,5100,6011,-4.648809523809523
565,1101,2001,3200,4022,5112,6022,-3.164285714285714
566,1101,2001,3200,4202,5100,6010,-0.6154761904761904
567,1101,2001,3200,4202,5100,6011,-1.8333333333333335
568,1101,2001,3200,4202,5112,6022,-0.6571428571428571
569,1101,2002,3200,4021,5100,6010,-0.375
570,1101,2002,3200,4210,5100,6010,-0.125
571,1101,2010,3002,4220,5100,6010,-0.8488095238095237
572,1101,2010,3002,4220,5102,6012,-3.291666666666667
573,1101,2010,3002,4220,5111,6021,-0.08214285714285713
574,1101,2010,3020,4202,5100,6010,-2.607142857142857
575,1101,2010,3020,4202,5102,6012,-0.25
576,1101,2010,3020,4202,5111,6022,-2.4166666666666665
577,1101,2010,3020,4220,5100,6010,2.6166666666666667
578,1101,2010,3020,4220,5102,6012,0.25952380952380943
579,1101,2010,3020,4220,5111,6022,-0.2797619047619048
580,1101,2010,3200,4022,5100,6010,-3.5904761904761906
581,1101,2010,3200,4022,5102,6012,-1.114285714285714
582,1101,2010,3200,4022,5111,6021,-1.875
583,1101,2010,3200,4022,5111,6022,-1.75
584,1101,2010,3200,4202,5100,6010,1.4083333333333332
585,1101,2010,3200,4202,5102,6012,0.20952380952380945
586,1101,2010,3200,4202,5111,6021,-0.325
587,1101,2010,3200,4202,5111,6022,-0.5333333333333333
588,1101,2020,3001,4202,5102,6012,-0.25
589,1101,2020,3001,4220,5100,6010,-0.29166666666666663
590,1101,2020,3001,4220,5122,6032,-0.125
591,1101,2020,3010,4220,5102,6012,-0.125
592,1101,2020,3010,4220,5121,6032,0.01785714285714285
593,1101,2020,3020,4201,5100,6010,-0.125
594,1101,2020,3200,4021,5100,6010,-0.35714285714285715
595,1101,2020,3200,4021,5102,6012,-0.125
596,1101,2020,3200,4201,5100,6010,-0.125
597,1101,2020,3200,4201,5102,6012,0.07500000000000001
598,1101,2200,3001,4022,5100,6011,-0.6666666666666666
599,1101,2200,3001,4022,5102,6012,-0.9583333333333333
600,1101,2200,3001,4202,5100,6011,-0.875
601,1101,2200,3001,4202,5102,6012,-1.3666666666666665
602,1101,2200,3001,4220,5100,6011,0.42857142857142855
603,1101,2200,3001,4220,5102,6012,0.25
604,1101,2200,3001,4220,5122,6032,-0.05714285714285716
605,1101,2200,3002,4021,5100,6011,-0.2
606,1101,2200,3002,4021,5102,6012,-0.2
607,1101,2200,3002,4210,5102,6012,-0.125
608,1101,2200,3010,4022,5100,6011,-0.25
609,1101,2200,3010,4022,5102,6012,0.125
610,1101,2200,3010,4202,5100,6011,-0.125
611,1101,2200,3010,4202,5102,6012,0.25
612,1101,2200,3010,4202,5121,6031,-0.125
613,1101,2200,3020,4021,5102,6012,0.01785714285714285
614,1101,2200,3020,4201,5100,6011,-0.3333333333333333
615,1101,2200,3020,4201,5102,6012,-0.2
616,1101,2200,3200,4012,5102,6012,-0.125
617,1101,2200,3200,4021,5100,6011,0.14285714285714285
618,1101,2200,3200,4021,5102,6012,-0.16666666666666666
619,1110,2000,3221,4002,5100,6010,-0.5238095238095238
620,1110,2000,3221,4002,5100,6011,-1.0833333333333333
621,1110,2000,3221,4002,5101,6011,-0.16666666666666663
622,1110,2000,3221,4002,5101,6012,-0.7916666666666666
623,1110,2000,3221,4020,5100,6010,0.11904761904761904
624,1110,2000,3221,4020,5100,6011,0.14285714285714285
625,1110,2000,3221,4020,5101,6011,0.25
626,1110,2000,3221,4020,5101,6012,-0.023809523809523808
627,1110,2000,3221,4020,5122,6032,-0.5488095238095239
628,1110,2000,3221,4200,5100,6010,0.14285714285714285
629,1110,2000,3221,4200,5100,6011,0.42857142857142855
630,1110,2000,3221,4200,5101,6012,-0.3666666666666667
631,1110,2000,3221,4200,5122,6032,-0.4214285714285714
632,1110,2001,3002,4220,5100,6010,-2.2059523809523807
633,1110,2001,3002,4220,5100,6011,-3.4464285714285707
634,1110,2001,3002,4220,5101,6011,-1.7999999999999998
635,1110,2001,3020,4202,5100,6010,-2.005952380952381
636,1110,2001,3020,4202,5100,6011,-1.9166666666666665
637,1110,2001,3020,4202,5101,6011,-3.5333333333333337
638,1110,2001,3020,4202,5112,6022,-2.4738095238095235
639,1110,2001,3020,4220,5100,6010,1.4916666666666663
640,1110,2001,3020,4220,5100,6011,-0.7380952380952379
641,1110,2001,3020,4220,5101,6011,1.8023809523809524
642,1110,2001,3020,4220,5112,6022,-0.3761904761904762
643,1110,2001,3200,4022,5100,6010,-3.273809523809524
644,1110,2001,3200,4022,5100,6011,-2.178571428571429
645,1110,2001,3200,4022,5101,6011,-6.116666666666668
646,1110,2001,3200,4022,5112,6022,-2.920238095238095
647,1110,2001,3200,4202,5100,6010,1.595238095238095
648,1110,2001,3200,4202,5100,6011,-0.9999999999999999
649,1110,2001,3200,4202,5101,6011,-0.04880952380952375
650,1110,2001,3200,4202,5112,6022,-0.026190476190476236
651,1110,2020,3001,4202,5100,6010,-0.25
652,1110,2020,3001,4202,5101,6012,-0.5333333333333333
653,1110,2020,3001,4220,5100,6010,-0.125
654,1110,2020,3001,4220,5101,6012,-0.25
