bo,win
210000211200200001211200,0.2857142857142857
101000221200001010221200,0.2857142857142857
011020001220010021001220,0.2857142857142857
011020100202010021100202,0.2857142857142857
010121000220010021010220,0.2857142857142857
001210201020000211201020,0.2857142857142857
210000211002200010211002,0.2857142857142857
210100200201210000210201,0.2857142857142857
200210011002200210001012,0.2857142857142857
021200100201020201100201,0.2857142857142857
001210201200001210200201,0.2857142857142857
200210201010200210200011,0.2857142857142857
200210201010200200211010,0.2857142857142857
210200200011200201200011,0.2857142857142857
210200100201210200000211,0.2857142857142857
210100200021210000210021,0.2857142857142857
201100200021201000210021,0.2857142857142857
210001020210200011020210,0.2857142857142857
210200010201200201010201,0.2857142857142857
210200010201200210010201,0.2857142857142857
010220011200010220001210,0.2857142857142857
210200001210200210001210,0.2857142857142857
201200010201201200000211,0.2857142857142857
200101201200200001211200,0.2857142857142857
210200020011200210020011,0.2857142857142857
001120201200001120200201,0.2928571428571429
021000121200021000120201,0.3035714285714285
001121000202001021100202,0.3035714285714285
210000121200210000021210,0.3035714285714285
210001100220200011100220,0.30952380952380953
200011120200200010121200,0.30952380952380953
210000121200210000120201,0.30952380952380953
010121000220010021100220,0.3214285714285714
011100020220001110020220,0.375
011200100220001210100220,0.3928571428571429
021100200201020101200201,0.4
010021210200010020211200,0.4047619047619047
201200010021200201010021,0.42857142857142855
200211000201200201010201,0.42857142857142855
200021101200200021100201,0.42857142857142855
011010200202011000201202,0.42857142857142855
101200001220001210001220,0.42857142857142855
210001200201200011200201,0.42857142857142855
210000221010210000220011,0.42857142857142855
200210210001200200211001,0.42857142857142855
210001010022210000011022,0.42857142857142855
110000221200010010221200,0.42857142857142855
200201011200200201001210,0.42857142857142855
010021120200010021020210,0.4464285714285714
010120201200010120200201,0.4857142857142857
010221000210010220001210,0.4999999999999998
110200200201100201200201,0.5
010120201200000121201200,0.5428571428571429
200011201020200011200021,0.5476190476190477
101000221200100001221200,0.5511904761904762
210200001210200201001210,0.5714285714285714
200201011020200201010021,0.5714285714285714
210200001012200210001012,0.5714285714285714
100211000220100210001220,0.6
020101210020020100211020,0.6000000000000001
001120201200000121201200,0.6178571428571429
011100020220011000120220,0.6607142857142856
001110202200000111202200,0.6666666666666666
011100200202001110200202,0.6666666666666666
100021210020000121210020,0.675
200011201200200011200201,0.6904761904761905
200211000021200210001021,0.6904761904761905
210200001201200210001201,0.7142857142857142
200201011200200201010201,0.7142857142857142
011000221200010001221200,0.7142857142857142
200211000021200201010021,0.7142857142857142
100210201020100200211020,0.75
100201201200100201200201,0.75
010101220200010100221200,0.8226190476190476
210200001210210200000211,0.857142857142857
200210021010200210020011,0.9999999999999998
100011220200000111220200,1.0
100210201200100200211200,1.0
020101201200020101200201,1.0
200201201010200201200011,1.1428571428571426
201200200011200201200011,1.1428571428571426
220001100201220000101201,1.1428571428571426
210000211002210000201012,1.1428571428571426
011100020220010101020220,1.2178571428571432
100201210002100200211002,1.25
210200200011200210200011,1.2857142857142854
011100200202010101200202,1.3333333333333333
101010200202001110200202,1.4083333333333332
110001020220010101020220,1.4916666666666665
200201210001200201200011,1.571428571428571
200211000201200210001201,1.571428571428571
110001200202010101200202,1.595238095238095
200201210001200200211001,1.7142857142857135
110001020220100011020220,1.8023809523809524
010101220200000111220200,2.0
010101202200000111202200,2.0
010101220020000111220020,2.333333333333333
001110220020000111220020,2.333333333333333
101010020220001110020220,2.6166666666666667
100011202200000111202200,2.6666666666666665
100011220020000111220020,3.0
100210201002100200211002,3.75
001110220200000111220200,4.0
200210201001200200211001,7.000000000000006
