bo,win
101200001022001210001022,-0.6666666666666666
001221000201001220001201,-0.6666666666666666
001211000220001201001220,-0.6666666666666666
011020001202001021001202,-0.6666666666666666
010220011020010220001021,-0.6666666666666666
011200002021001201002021,-0.6666666666666666
210010020021210000021021,-0.6666666666666666
210200001201200201001201,-0.6666666666666666
011000212200001001212200,-0.6666666666666666
001201201020001201200021,-0.6666666666666666
010211000202010201010202,-0.6666666666666666
201000211020201000201021,-0.6666666666666666
100011220002100010221002,-0.6666666666666665
101001200202101000201202,-0.6571428571428571
100201012020100201002021,-0.65
010211000202010210001202,-0.6488095238095237
210000211002200001211002,-0.625
220010001021220000011021,-0.625
201000221010200001221010,-0.625
120200001201020210001201,-0.625
001021120200001021020210,-0.625
011100020220001101020220,-0.625
010120201020000121201020,-0.625
200021210010200020211010,-0.625
020201210001020200211001,-0.625
010211000202010201001202,-0.625
001201012200001201002210,-0.625
021200010021020201010021,-0.625
220001010201220000011201,-0.625
010210201002000211201002,-0.6249999999999999
101001200202001101200202,-0.6154761904761904
110200001022100201001022,-0.6071428571428572
100210201020100210200021,-0.6000000000000001
100201022001000211022001,-0.6000000000000001
010101022200010001122200,-0.5892857142857143
101001020220101000021220,-0.5869047619047619
010220011020000221011020,-0.5833333333333333
011000212020001001212020,-0.5833333333333333
101000221020001100221020,-0.5833333333333333
011000122200001010122200,-0.5833333333333333
101000221200101000220201,-0.5833333333333333
100211000022100201010022,-0.575
011000212020001010212020,-0.575
210000221001200010221001,-0.5714285714285714
001212000021001202001021,-0.5666666666666667
001202011020001202001021,-0.5666666666666667
001102201020001002211020,-0.5666666666666667
011010200202011000210202,-0.5654761904761905
100011202200100001212200,-0.55
110000221020110000220021,-0.5488095238095239
011100002220011000012220,-0.5416666666666666
011200010022001201010022,-0.5416666666666666
011000212200001010212200,-0.5416666666666666
110200020201100201020201,-0.5333333333333333
110020001202100021001202,-0.5333333333333333
101010200202101000201202,-0.5333333333333333
101000221020101000220021,-0.5238095238095238
110000221002010100221002,-0.5238095238095238
010201021200010201020201,-0.5238095238095238
011010020220010011020220,-0.5238095238095237
010011220200010001221200,-0.5238095238095237
001021220001001020221001,-0.5
001021102200001021002210,-0.5
001220011020001220001021,-0.5
011200001022001201001022,-0.5
001011220200001001221200,-0.5
001210021200000211021200,-0.5
201001200021201000201021,-0.5
021100200201021000210201,-0.5
220010200011220000201011,-0.5
001120220001000121220001,-0.5
201020200011200021200011,-0.5
201020001021200021001021,-0.5
100201012200000211012200,-0.5
010201202010000211202010,-0.5
021000221001020001221001,-0.5
011000221200011000220201,-0.5
021000211200021000201210,-0.5
100201202001000211202001,-0.5
021000211020021000201021,-0.5
100201202010000211202010,-0.5
010210220001000211220001,-0.5
000221211000000221201001,-0.5
001211000202001201010202,-0.5
011000221020011000220021,-0.5
200211000021200201001021,-0.5
001201021020001201020021,-0.5
010220021001000221021001,-0.5
100221000021100220001021,-0.5
020201011020020201010021,-0.5
020201011200020201010201,-0.5
200021210010200021200011,-0.5
011000122200011000022210,-0.5
010101220020010100221020,-0.4880952380952381
210001001022200011001022,-0.4583333333333333
100201220001000211220001,-0.4523809523809524
011100020202011000120202,-0.4523809523809523
101000212200100001212200,-0.45
100201012200100201002201,-0.45
210010020201210000021201,-0.4285714285714286
101001020220001101020220,-0.425
110000221200110000220201,-0.4214285714285714
010121000202010120001202,-0.4166666666666666
011000222001010001222001,-0.4166666666666666
011200001022010201001022,-0.4166666666666666
201010001022200011001022,-0.4166666666666666
021000211002021000201012,-0.4166666666666666
001112000220001012010220,-0.4166666666666666
001210012200001210002201,-0.4166666666666666
101000212020100001212020,-0.4
110200020201100210020201,-0.4
110200200021100210200021,-0.4
200011021200200011020201,-0.3809523809523809
001011220200001010221200,-0.3809523809523809
100011220020100001221020,-0.3785714285714286
110001020220110000021220,-0.3761904761904762
021200001210021200000211,-0.375
011200010022001210010022,-0.375
021200010201021200000211,-0.375
020101201020020101200021,-0.375
021100001220021000101220,-0.375
001021220010001020221010,-0.375
100201220010100200221010,-0.375
100201012200100201002210,-0.375
101002200021001102200021,-0.375
100220201010100220200011,-0.375
020201210001020201200011,-0.375
021000211020020001211020,-0.375
020021201010020021200011,-0.375
021100200021021000210021,-0.375
100021201020000121201020,-0.375
021200010201020201010201,-0.375
200101201020200101200021,-0.375
001201210002001201200012,-0.375
200021101200200021001210,-0.375
201001010202201000011202,-0.375
200021021010200021020011,-0.375
200021011200200021010201,-0.375
001121000220001021100220,-0.375
210001002021200011002021,-0.375
011020100202001021100202,-0.375
010201202001000211202001,-0.375
001210012020000211012020,-0.375
210020200011200021200011,-0.375
120200200011020210200011,-0.375
001121000202001021010202,-0.375
210001002201200011002201,-0.375
110000221200100001221200,-0.3666666666666667
001211000022001201010022,-0.35714285714285715
001121000220001120001220,-0.35714285714285715
101020200021001120200021,-0.35714285714285715
001210021020000211021020,-0.35714285714285715
001221000210001220001210,-0.35714285714285715
100201201020000211201020,-0.3571428571428571
001211000220001201010220,-0.3571428571428571
210200001021200210001021,-0.3571428571428571
011000221020010001221020,-0.3571428571428571
011100020202001101020202,-0.3392857142857143
100211000220100201001220,-0.3333333333333333
011000212200011000202201,-0.3333333333333333
010011220020010001221020,-0.3333333333333333
200101201020200001211020,-0.3333333333333333
020201011200020201001201,-0.3333333333333333
010211000220010201001220,-0.3333333333333333
010210201020010210200021,-0.3333333333333333
201001020201201000021201,-0.3333333333333333
010210220001010200221001,-0.3333333333333333
201020001201200021001201,-0.3333333333333333
010210021200000211021200,-0.3333333333333333
001220021001000221021001,-0.3333333333333333
101200020201001210020201,-0.3333333333333333
201010020201201000021201,-0.3333333333333333
021001200021021000201021,-0.3333333333333333
011020200021010021200021,-0.3333333333333333
201000212001201000202011,-0.3333333333333333
210200001021200201001021,-0.3333333333333333
010201021200000211021200,-0.3333333333333333
010021201020010021200021,-0.3333333333333333
001021210200001021200201,-0.3333333333333333
001012210020001012200021,-0.325
101010200202101000210202,-0.325
100201201020100201200021,-0.31428571428571433
200011021020200011020021,-0.3095238095238096
201010002021201000012021,-0.29166666666666663
001210202010001200212010,-0.29166666666666663
010220011200000221011200,-0.29166666666666663
001012220010001002221010,-0.29166666666666663
001220011020000221011020,-0.29166666666666663
011200001202001210001202,-0.29166666666666663
001012120200001012020210,-0.29166666666666663
101020001220001120001220,-0.29166666666666663
011200001022001210001022,-0.29166666666666663
020101201020020001211020,-0.29166666666666663
001012210200001002211200,-0.29166666666666663
001210102200001210002210,-0.29166666666666663
120001001202020101001202,-0.29166666666666663
101010020220101000021220,-0.2797619047619048
100201021020100201020021,-0.2738095238095238
100201021020000211021020,-0.2619047619047619
201200020011200201020011,-0.25
210000121200200001121200,-0.25
001210210002001200211002,-0.25
001021012200001021002201,-0.25
100201210002100201200012,-0.25
201100200021200101200021,-0.25
210020001210200021001210,-0.25
021200100201021200000211,-0.25
101020001202100021001202,-0.25
220000211010220000201011,-0.25
220000211010220000210011,-0.25
101010020202100011020202,-0.25
201020010021200021010021,-0.25
100021210020100020211020,-0.25
110020001202010120001202,-0.25
001121000202001120001202,-0.25
001201210002001200211002,-0.25
200011210002200001211002,-0.25
200011012200200011002210,-0.25
101000212200101000202210,-0.25
001012210020001002211020,-0.25
120001200201120000201201,-0.25
120001200021120000201021,-0.25
201010002201200011002201,-0.25
201010010022201000011022,-0.25
110020001220100021001220,-0.25
001210202010000211202010,-0.25
100021210200100021200201,-0.25
200220011010200220001011,-0.25
201020001210200021001210,-0.25
100021021200000121021200,-0.25
101200010022001210010022,-0.25
221000000211220001000211,-0.25
021020200011020021200011,-0.25
021000211200021000210201,-0.25
011020002210001021002210,-0.25
011200010202001210010202,-0.25
021000211020021000210021,-0.25
021001020210021000021210,-0.25
011200002210010201002210,-0.25
021000121200021000021210,-0.25
021000221010020001221010,-0.25
001220011200001220010201,-0.25
011200002210001210002210,-0.25
001220101200001220001210,-0.25
001220201010000221201010,-0.25
020201101200020201001210,-0.25
001210021200001210020201,-0.2380952380952381
010011220200010010221200,-0.2380952380952381
001021120200001020121200,-0.23214285714285715
001211000202001210001202,-0.23214285714285715
010201012200010201002210,-0.2142857142857143
001211000220001210001220,-0.2142857142857143
010201021020010201020021,-0.21428571428571427
110200001202010210001202,-0.21428571428571427
101200002021100201002021,-0.2
001210022001000211022001,-0.2
001012220001001002221001,-0.2
001012210200001012200201,-0.2
110200001202100210001202,-0.2
100021220001100020221001,-0.2
101200002021001210002021,-0.2
201010002021200011002021,-0.2
101200020201100201020201,-0.2
100021021200100021020201,-0.2
001110202200001010212200,-0.2
001212000201001202001201,-0.2
201001010220201000011220,-0.19047619047619047
100201201200000211201200,-0.19047619047619047
010201220001000211220001,-0.19047619047619047
210001020201210000021201,-0.19047619047619047
010021210200010021200201,-0.19047619047619047
201000211020200001211020,-0.19047619047619047
201000211200200001211200,-0.19047619047619047
010211000022010201001022,-0.17261904761904762
101200200021100201200021,-0.16666666666666666
011200002201001210002201,-0.16666666666666666
020201011020020201001021,-0.16666666666666666
120001001202020011001202,-0.16666666666666666
210010200201210000201201,-0.16666666666666666
001202210001001202200011,-0.16666666666666666
011020001220001021001220,-0.16666666666666666
011020001220011020000221,-0.16666666666666666
001210201020001200211020,-0.16666666666666666
110000221002100010221002,-0.16666666666666666
011200002021001210002021,-0.16666666666666666
001202101200001202100201,-0.16666666666666666
011200020021001210020021,-0.16666666666666666
110200200021100201200021,-0.16666666666666666
020011201002020001211002,-0.16666666666666666
110200020021010210020021,-0.16666666666666666
001202011200001202001201,-0.16666666666666666
001212000201001202010201,-0.16666666666666666
001021201200001021200201,-0.16666666666666666
210010200021200011200021,-0.16666666666666666
011020200021001021200021,-0.16666666666666666
011020200201001021200201,-0.16666666666666666
200011201020200001211020,-0.16666666666666666
011200020201001210020201,-0.16666666666666666
011200020021010201020021,-0.16666666666666666
001201210200001200211200,-0.16666666666666666
001202201010001202200011,-0.16666666666666666
011200020201010201020201,-0.16666666666666666
201010200021201000201021,-0.16666666666666666
011002200201001012200201,-0.16666666666666666
010211000220010201010220,-0.16666666666666666
200211000201200201001201,-0.16666666666666666
021000211200021000201201,-0.16666666666666666
201000212010201000202011,-0.16666666666666666
021000211200020001211200,-0.16666666666666666
001121000220001021010220,-0.16666666666666666
010220011200010220001201,-0.16666666666666666
201001010220201001000221,-0.16666666666666666
001210201020001210200021,-0.16666666666666666
201001020021201000021021,-0.16666666666666666
021010200201020011200201,-0.16666666666666666
201020001012200021001012,-0.16666666666666666
201002100201201002000211,-0.16666666666666666
021001200201021000201201,-0.16666666666666666
020211000201020201001201,-0.16666666666666666
011000222001001001222001,-0.16666666666666666
201010002201201000012201,-0.16666666666666666
010201210020010200211020,-0.16666666666666666
201010020021200011020021,-0.16666666666666666
011000221200001001221200,-0.16666666666666666
010201220001010200221001,-0.16666666666666666
011000221020001010221020,-0.16666666666666666
010211000022010201010022,-0.1488095238095238
201010200012200011200012,-0.125
210001010022200011010022,-0.125
001212000210001202001210,-0.125
210001010202200011010202,-0.125
101200010202001210010202,-0.125
201010001202201000011202,-0.125
000221211000000221201010,-0.125
010201210002010201200012,-0.125
001201220010001200221010,-0.125
101200200012100201200012,-0.125
201010010202201000011202,-0.125
010201120200010201020210,-0.125
010201220010000211220010,-0.125
201010001022201000011022,-0.125
201010001202200011001202,-0.125
101200010202101200000212,-0.125
001202101200001202001210,-0.125
011002020210001012020210,-0.125
110020001220010120001220,-0.125
200011220010200001221010,-0.125
200021011020200021010021,-0.125
200011102200200011002210,-0.125
200021110200200021010210,-0.125
001201102200001201002210,-0.125
001220101200000221101200,-0.125
001220021010001220020011,-0.125
120200010021020210010021,-0.125
001220021010000221021010,-0.125
011000122200001001122200,-0.125
120001200201020011200201,-0.125
120001200021020101200021,-0.125
120001010220120001000221,-0.125
200101021200200001121200,-0.125
001220011020001220010021,-0.125
200101021200200101020201,-0.125
120000221001020100221001,-0.125
200110220001200100221001,-0.125
120000211020120000201021,-0.125
010220021010010220020011,-0.125
200121000201200120001201,-0.125
001120210020000121210020,-0.125
011020010220001021010220,-0.125
000221211000000221210001,-0.125
010201102200000211102200,-0.125
010201102200010201002210,-0.125
201020010201201020000211,-0.125
011000222010010001222010,-0.125
110020200021100021200021,-0.125
200211000012200201010012,-0.125
200101210020200101200021,-0.125
201020010201200021010201,-0.125
021200010210020201010210,-0.125
020210210001020210200011,-0.125
021001100220021000101220,-0.125
210020001210210020000211,-0.125
001210012200001210002210,-0.125
021001010220021000011220,-0.125
021000221010021000220011,-0.125
021000211002020001211002,-0.125
210200020011200201020011,-0.125
020211000201020210001201,-0.125
001102210020001102200021,-0.125
020211000021020210001021,-0.125
101002200210001102200210,-0.125
011200100202011200000212,-0.125
101200002210100201002210,-0.125
001120021200001020121200,-0.125
210100200021200110200021,-0.125
210100001220200101001220,-0.125
100220011020100220010021,-0.125
100220011200100220001201,-0.125
101000212020001100212020,-0.125
101000212020001010212020,-0.125
010021220010010020221010,-0.125
020011210020020011200021,-0.125
210100001202200101001202,-0.125
020101210020020101200021,-0.125
020011220001020010221001,-0.125
020021101200020021001210,-0.125
001210102200000211102200,-0.125
210020100201210020000211,-0.125
001102021200001102020201,-0.125
021010010220020011010220,-0.125
001210012200000211012200,-0.125
001210202001000211202001,-0.125
021010020210021000021210,-0.125
220010001201220000011201,-0.125
021100200210021000210210,-0.125
001210210002001210200012,-0.125
021100020201021000120201,-0.125
021100001220021100000221,-0.125
001202210010001202200011,-0.125
011200002021010201002021,-0.125
220001010210220000011210,-0.125
001210210002000211210002,-0.125
220001010201220001000211,-0.125
101020200201001120200201,-0.125
101020200021100021200021,-0.125
021020001210021020000211,-0.125
100021220001000121220001,-0.125
021010200021020011200021,-0.125
021020001210020021001210,-0.125
100021201200100021200201,-0.125
210010001022210000011022,-0.125
100021210200100020211200,-0.125
011200010202001201010202,-0.125
210010001022200011001022,-0.125
101020001220101020000221,-0.125
101020010220100021010220,-0.125
010120021200000121021200,-0.125
100021201020100021200021,-0.125
101020020201001120020201,-0.125
100021210020100021200021,-0.125
020101201200020001211200,-0.125
011000122200010001122200,-0.10714285714285716
011000212200010001212200,-0.10714285714285716
011000212200011000202210,-0.10714285714285716
010021210200010021200210,-0.10714285714285716
001110202020001100212020,-0.10714285714285716
001101220200001100221200,-0.10595238095238094
011100200202001101200202,-0.0892857142857143
010101202200010001212200,-0.0892857142857143
101010002220101000012220,-0.08214285714285713
210000211020200001211020,-0.07142857142857142
101200001220101200000221,-0.05714285714285716
110001200202100011200202,-0.04880952380952375
210001200021200011200021,-0.047619047619047616
200210011020200210001021,-0.047619047619047616
201010001220200011001220,-0.047619047619047616
110001200202110000201202,-0.02619047619047624
210001020201200011020201,-0.023809523809523808
010201021020000211021020,-0.023809523809523808
110000221020100001221020,-0.023809523809523808
010210201200010210200201,-0.023809523809523808
010210201020000211201020,-0.023809523809523808
011200001220001210001220,-0.023809523809523808
011000221200001010221200,-0.023809523809523808
210001001220210001000221,-0.023809523809523808
210001200201210000201201,-0.023809523809523808
001110022200001010122200,-0.005952380952380959
001012120200001002121200,-0.005952380952380959
200011220001200010221001,-2.7755575615628914e-16
010211000022010210001022,0.005952380952380931
101200020021100201020021,0.01785714285714285
201001010022201000011022,0.01785714285714285
001112000220001012100220,0.01785714285714285
001120210020001120200021,0.01785714285714285
101020010220101020000221,0.01785714285714285
011200010202010201010202,0.01785714285714285
210000221010200001221010,0.01785714285714285
210001100202210001000212,0.01785714285714285
010220201010010220200011,0.01785714285714285
010120201020010120200021,0.01785714285714285
200011102200200001112200,0.01785714285714285
011200010202011200000212,0.01785714285714285
011020010220010021010220,0.01785714285714285
010220101200010220100201,0.01785714285714285
021000121200020001121200,0.0357142857142857
010210201002010200211002,0.0357142857142857
201000221010201000220011,0.0357142857142857
001220201010001220200011,0.0357142857142857
011020100220010021100220,0.041666666666666664
010121000202010021100202,0.05357142857142855
011200100220010201100220,0.059523809523809534
010210021020000211021020,0.07142857142857142
101020200201100021200201,0.07500000000000001
001102210200001102200201,0.07500000000000001
001110202200001100212200,0.07500000000000001
110200001220110200000221,0.08333333333333334
001210201200000211201200,0.0952380952380952
210000211020200010211020,0.09523809523809523
210010020021200011020021,0.11904761904761905
001210220001000211220001,0.11904761904761905
010210201200010200211200,0.11904761904761905
010210201200000211201200,0.11904761904761905
010201201200000211201200,0.11904761904761905
010021201200010021200201,0.11904761904761905
100011220200100001221200,0.11904761904761905
110000221020010100221020,0.11904761904761905
110200020201010210020201,0.11904761904761905
210000211200210000201201,0.11904761904761905
100211000202100201010202,0.125
101200010022100201010022,0.125
010120201200010020211200,0.13690476190476186
210200010201210200000211,0.14285714285714285
201001100202201000101202,0.14285714285714285
201001020210201000021210,0.14285714285714285
110200001202100201001202,0.14285714285714285
210001100202210000101202,0.14285714285714285
020201101200020201100201,0.14285714285714285
200011210200200001211200,0.14285714285714285
201001100202201001000212,0.14285714285714285
100211000220100201010220,0.14285714285714285
210001100202200011100202,0.14285714285714285
110000221200010100221200,0.14285714285714285
010210201020010200211020,0.14285714285714285
021010100220021000101220,0.14285714285714285
010220011200010220010201,0.14285714285714285
210001020210210000021210,0.14285714285714285
110020200021010120200021,0.14285714285714285
110000221020010010221020,0.14285714285714285
210000211020210000201021,0.14285714285714285
001210220010001200221010,0.14285714285714285
210010200201200011200201,0.14285714285714285
201010200201200011200201,0.14285714285714285
201010100220200011100220,0.14285714285714285
201010200201201000210201,0.14285714285714285
201010020201200011020201,0.14285714285714285
210000221010200010221010,0.14285714285714285
001210120200001210020210,0.14285714285714285
220001100210220000101210,0.14285714285714285
020021101200020021100201,0.14285714285714285
110200200201010210200201,0.14285714285714285
210000211200210000210201,0.14285714285714285
101200200021001210200021,0.14285714285714285
021020100201020021100201,0.14285714285714285
200011120200200001121200,0.14285714285714285
210000211200210000201210,0.14285714285714285
200021110200200021100210,0.14285714285714285
011200100202001210100202,0.14285714285714285
011200100202001201100202,0.14285714285714285
201000121200200001121200,0.14285714285714285
201200001210201200000211,0.14285714285714285
100201210200000211210200,0.14285714285714285
010220101200000221101200,0.14285714285714285
010211000220010210001220,0.14285714285714285
211000000212210001000212,0.14285714285714285
201100200201201000210201,0.14285714285714285
210010200201210000210201,0.14285714285714285
200201210010200200211010,0.14285714285714285
001021210200001021200210,0.14285714285714285
201200100201201200000211,0.14285714285714285
200210011020200210010021,0.14285714285714285
201100020201201000120201,0.14285714285714285
200210101200200210001210,0.14285714285714285
210001010202210000011202,0.14285714285714285
021001100202021000101202,0.14285714285714285
201100001220201100000221,0.14285714285714285
210001010220210001000221,0.14285714285714285
011020200210010021200210,0.14285714285714285
210200010021200210010021,0.14285714285714285
200211000210200210001210,0.14285714285714285
200211000210200201010210,0.14285714285714285
010201201200010201200201,0.14285714285714285
200210210001200210200011,0.14285714285714285
210200010021200201010021,0.14285714285714285
210010001202200011001202,0.14285714285714285
201010200021201000210021,0.14285714285714285
210001020021200011020021,0.14285714285714285
010021021200010021020201,0.14285714285714285
001110220200001100221200,0.15000000000000002
011200100220001201100220,0.16666666666666666
200210101200200210100201,0.16666666666666666
201200100201200201100201,0.16666666666666666
210200100201200210100201,0.16666666666666666
201000121200201000120201,0.16666666666666666
201001100220201000101220,0.16666666666666666
110200001022100210001022,0.16666666666666669
210001100220210000101220,0.18452380952380956
010021120200010020121200,0.1964285714285714
010121000220010120001220,0.2
210100200201200101200201,0.2
201100200201200101200201,0.2
001112000220001102010220,0.2
200101210020200100211020,0.2
101000221200001100221200,0.2
020101210200020100211200,0.2
120001200201020101200201,0.2
101000212200101000202201,0.2
001102210200001102200210,0.2
100021201200000121201200,0.2
021100200210020101200210,0.2
200101201200200101200201,0.2
100021210200000121210200,0.2
101010200202100011200202,0.20952380952380945
010120201020010020211020,0.23809523809523805
201010100220201000110220,0.25
101200010202100201010202,0.25
101200001220100201001220,0.25
100211000202100210001202,0.25
110000221020100010221020,0.25
101010020220100011020220,0.25952380952380943
011200010022010201010022,0.2797619047619048
010201210002010200211002,0.2857142857142857
